experiment_id	chrom	start	end	strand	genomic_SCD	orientation	background_index	flank_bp	spacer_bp
167	chr8	28971910	28971929	-	0.0762	>>	1	20	0
168	chr14	32527415	32527434	-	0.07654	>>	1	20	0
169	chr3	9714109	9714128	-	0.0768	>>	1	20	0
170	chr11	119900895	119900914	-	0.0769	>>	1	20	0
171	chr1	176213053	176213072	-	0.07733	>>	1	20	0
172	chr17	34957294	34957313	-	0.0775	>>	1	20	0
173	chr1	161735912	161735931	-	0.0779	>>	1	20	0
174	chr2	131808494	131808513	-	0.0781	>>	1	20	0
175	chr15	103197565	103197584	-	0.07825	>>	1	20	0
176	chr4	107706855	107706874	+	0.079	>>	1	20	0
177	chr13	116713069	116713088	-	0.0796	>>	1	20	0
178	chr5	45420975	45420994	+	0.0797	>>	1	20	0
179	chr5	44833247	44833266	+	0.07996	>>	1	20	0
180	chr1	162337866	162337885	+	0.08026	>>	1	20	0
181	chr3	85578480	85578499	+	0.0803	>>	1	20	0
182	chr10	49780351	49780370	+	0.08044	>>	1	20	0
183	chr4	63360534	63360553	-	0.0805	>>	1	20	0
184	chr6	116199220	116199239	+	0.08075	>>	1	20	0
185	chr13	20563099	20563118	+	0.0808	>>	1	20	0
186	chr11	109864006	109864025	-	0.08105	>>	1	20	0
187	chr7	107814915	107814934	-	0.0813	>>	1	20	0
188	chr9	99674537	99674556	+	0.08136	>>	1	20	0
189	chr1	162333396	162333415	+	0.0816	>>	1	20	0
190	chr3	134655174	134655193	-	0.08167	>>	1	20	0
191	chr13	20561395	20561414	-	0.08167	>>	1	20	0
192	chr12	92307144	92307163	-	0.08167	>>	1	20	0
193	chr4	63362775	63362794	+	0.0818	>>	1	20	0
194	chr7	44662357	44662376	+	0.08203	>>	1	20	0
195	chr15	98506279	98506298	-	0.0822	>>	1	20	0
196	chr11	7204073	7204092	-	0.0823	>>	1	20	0
197	chr1	89633204	89633223	+	0.08234	>>	1	20	0
198	chr14	66354410	66354429	+	0.08264	>>	1	20	0
199	chr9	121454140	121454159	+	0.08276	>>	1	20	0
200	chr12	35192361	35192380	+	53.78	>>	2	20	0
201	chr2	48886252	48886271	-	53.7	>>	2	20	0
202	chr12	35192359	35192378	-	53.66	>>	2	20	0
203	chr8	102781112	102781131	-	53.5	>>	2	20	0
204	chr5	49961991	49962010	-	53.3	>>	2	20	0
205	chr9	26776356	26776375	-	53.12	>>	2	20	0
206	chr9	51152589	51152608	-	53.06	>>	2	20	0
207	chr8	58566264	58566283	+	52.88	>>	2	20	0
208	chr12	40837731	40837750	+	52.84	>>	2	20	0
209	chr8	36523116	36523135	-	52.5	>>	2	20	0
210	chr6	101261721	101261740	-	52.5	>>	2	20	0
211	chr11	57467954	57467973	-	52.38	>>	2	20	0
212	chr4	70621534	70621553	-	52.28	>>	2	20	0
213	chr2	101905952	101905971	+	52.25	>>	2	20	0
214	chr13	19698902	19698921	+	51.94	>>	2	20	0
215	chr16	13117402	13117421	+	51.94	>>	2	20	0
216	chr9	63136044	63136063	+	51.75	>>	2	20	0
217	chr12	92303369	92303388	+	51.62	>>	2	20	0
218	chr11	31949597	31949616	-	51.56	>>	2	20	0
219	chr9	49494116	49494135	+	51.2	>>	2	20	0
220	chr12	17554295	17554314	+	51.2	>>	2	20	0
221	chr9	88222169	88222188	-	51.16	>>	2	20	0
222	chr1	55404542	55404561	+	51.12	>>	2	20	0
223	chr12	57825931	57825950	+	51.06	>>	2	20	0
224	chr3	57843966	57843985	+	50.94	>>	2	20	0
225	chr16	22564764	22564783	+	50.8	>>	2	20	0
226	chr7	132213675	132213694	-	50.6	>>	2	20	0
227	chr16	72215914	72215933	-	50.38	>>	2	20	0
228	chr18	16217031	16217050	+	50.2	>>	2	20	0
229	chr11	113165297	113165316	-	50.12	>>	2	20	0
230	chr14	34810922	34810941	+	49.88	>>	2	20	0
231	chr17	83271677	83271696	+	49.25	>>	2	20	0
232	chr12	78056172	78056191	+	49.12	>>	2	20	0
233	chr16	89765679	89765698	-	49.0	>>	2	20	0
234	chr13	112264852	112264871	-	48.94	>>	2	20	0
235	chr13	112264855	112264874	-	48.88	>>	2	20	0
236	chr2	118638274	118638293	+	48.7	>>	2	20	0
237	chr15	32766466	32766485	-	48.47	>>	2	20	0
238	chr1	21411386	21411405	+	48.44	>>	2	20	0
239	chr6	43686121	43686140	+	48.3	>>	2	20	0
240	chr13	30260113	30260132	-	48.25	>>	2	20	0
241	chr9	60245108	60245127	+	47.97	>>	2	20	0
242	chr1	103799500	103799519	+	47.94	>>	2	20	0
243	chr7	86211545	86211564	-	47.94	>>	2	20	0
244	chr11	40149490	40149509	-	47.47	>>	2	20	0
245	chr11	25862970	25862989	-	47.2	>>	2	20	0
246	chr16	72218208	72218227	+	47.12	>>	2	20	0
247	chr15	44836383	44836402	+	47.12	>>	2	20	0
248	chr16	64748436	64748455	-	47.0	>>	2	20	0
249	chr3	14679375	14679394	+	46.8	>>	2	20	0
250	chr17	86906315	86906334	-	46.8	>>	2	20	0
251	chr18	57976796	57976815	+	46.8	>>	2	20	0
252	chr6	13281045	13281064	-	46.75	>>	2	20	0
253	chr12	17554309	17554328	-	46.62	>>	2	20	0
254	chr3	68056531	68056550	+	46.62	>>	2	20	0
255	chr3	9711102	9711121	+	46.56	>>	2	20	0
256	chr16	37109440	37109459	+	46.34	>>	2	20	0
257	chr16	96671788	96671807	-	46.06	>>	2	20	0
258	chr3	153655299	153655318	-	46.06	>>	2	20	0
259	chr18	58481865	58481884	-	45.88	>>	2	20	0
260	chr7	125393828	125393847	-	45.75	>>	2	20	0
261	chr16	25349805	25349824	-	45.62	>>	2	20	0
262	chr4	74231656	74231675	-	45.38	>>	2	20	0
263	chr4	74231658	74231677	+	45.22	>>	2	20	0
264	chr13	89543209	89543228	-	45.2	>>	2	20	0
265	chr1	179477243	179477262	-	45.0	>>	2	20	0
266	chr4	127368529	127368548	+	44.75	>>	2	20	0
267	chr3	25220803	25220822	-	44.62	>>	2	20	0
268	chr12	41487217	41487236	-	44.56	>>	2	20	0
269	chr14	102510621	102510640	-	44.4	>>	2	20	0
270	chr4	25180062	25180081	-	44.38	>>	2	20	0
271	chr3	31146116	31146135	+	44.2	>>	2	20	0
272	chr16	58299639	58299658	+	44.12	>>	2	20	0
273	chr5	16309782	16309801	+	43.94	>>	2	20	0
274	chr7	118102436	118102455	-	43.88	>>	2	20	0
275	chr5	16309780	16309799	-	43.75	>>	2	20	0
276	chr13	51830906	51830925	+	43.62	>>	2	20	0
277	chr6	100882571	100882590	+	43.6	>>	2	20	0
278	chr1	54381456	54381475	-	43.56	>>	2	20	0
279	chr7	143153991	143154010	+	43.38	>>	2	20	0
280	chr9	122729740	122729759	-	43.3	>>	2	20	0
281	chr2	113494885	113494904	+	43.2	>>	2	20	0
282	chr13	113877596	113877615	+	43.12	>>	2	20	0
283	chr12	74013946	74013965	-	43.12	>>	2	20	0
284	chr1	120586652	120586671	+	43.1	>>	2	20	0
285	chr17	42603598	42603617	-	43.06	>>	2	20	0
286	chr8	50293731	50293750	-	42.88	>>	2	20	0
287	chr1	5905000	5905019	-	42.8	>>	2	20	0
288	chr16	27468962	27468981	+	42.75	>>	2	20	0
289	chr15	70921072	70921091	-	42.62	>>	2	20	0
290	chr8	91797706	91797725	+	42.6	>>	2	20	0
291	chr3	80079950	80079969	+	42.5	>>	2	20	0
292	chr18	16211890	16211909	-	42.47	>>	2	20	0
293	chr3	113080921	113080940	-	42.47	>>	2	20	0
294	chr2	17415562	17415581	-	42.34	>>	2	20	0
295	chr7	49121484	49121503	-	42.3	>>	2	20	0
296	chr18	16211892	16211911	+	42.3	>>	2	20	0
297	chr8	26184368	26184387	+	42.22	>>	2	20	0
298	chr2	37815860	37815879	+	42.2	>>	2	20	0
299	chr6	6005818	6005837	+	42.06	>>	2	20	0
300	chr2	27771666	27771685	-	0.05875	>>	2	20	0
301	chr9	51333610	51333629	-	0.05902	>>	2	20	0
302	chr1	35713888	35713907	+	0.05902	>>	2	20	0
303	chr11	57783694	57783713	-	0.06	>>	2	20	0
304	chr6	94057464	94057483	+	0.06033	>>	2	20	0
305	chr16	23157002	23157021	-	0.0607	>>	2	20	0
306	chr11	102262359	102262378	-	0.06146	>>	2	20	0
307	chr9	71627181	71627200	+	0.06238	>>	2	20	0
308	chr13	109771756	109771775	+	0.063	>>	2	20	0
309	chr11	32340269	32340288	+	0.06323	>>	2	20	0
310	chr7	143479908	143479927	+	0.0636	>>	2	20	0
311	chr2	160592247	160592266	+	0.06445	>>	2	20	0
312	chr5	147936524	147936543	+	0.06464	>>	2	20	0
313	chr2	31681471	31681490	+	0.0647	>>	2	20	0
314	chr11	102264619	102264638	-	0.0648	>>	2	20	0
315	chr9	51332680	51332699	-	0.06537	>>	2	20	0
316	chr6	122608718	122608737	-	0.0658	>>	2	20	0
317	chr12	12419548	12419567	-	0.06604	>>	2	20	0
318	chr8	115081358	115081377	-	0.06604	>>	2	20	0
319	chr9	59675304	59675323	+	0.0661	>>	2	20	0
320	chr1	85845211	85845230	+	0.0662	>>	2	20	0
321	chr7	68361630	68361649	-	0.0665	>>	2	20	0
322	chr7	27165173	27165192	+	0.0668	>>	2	20	0
323	chr11	87951032	87951051	+	0.0669	>>	2	20	0
324	chr15	74522072	74522091	-	0.06757	>>	2	20	0
325	chr1	136526154	136526173	-	0.0676	>>	2	20	0
326	chr7	121644706	121644725	+	0.0677	>>	2	20	0
327	chr11	57465018	57465037	-	0.06805	>>	2	20	0
328	chr6	31666754	31666773	-	0.0681	>>	2	20	0
329	chr1	119089358	119089377	-	0.0688	>>	2	20	0
330	chr6	91144406	91144425	-	0.06885	>>	2	20	0
331	chr6	53755637	53755656	-	0.06885	>>	2	20	0
332	chr15	73799759	73799778	+	0.0689	>>	2	20	0
333	chr12	35196325	35196344	+	0.06915	>>	2	20	0
334	chr3	107604713	107604732	+	0.06915	>>	2	20	0
335	chr19	16339988	16340007	+	0.0697	>>	2	20	0
336	chr11	117382598	117382617	-	0.0698	>>	2	20	0
337	chr2	37810865	37810884	+	0.0699	>>	2	20	0
338	chr8	62082085	62082104	-	0.0706	>>	2	20	0
339	chr2	155815946	155815965	-	0.0707	>>	2	20	0
340	chr1	189256297	189256316	-	0.07104	>>	2	20	0
341	chr4	143024402	143024421	-	0.07117	>>	2	20	0
342	chr6	54251572	54251591	+	0.0715	>>	2	20	0
343	chr16	24827277	24827296	+	0.07166	>>	2	20	0
344	chr4	107707733	107707752	-	0.07214	>>	2	20	0
345	chr2	180785278	180785297	+	0.07227	>>	2	20	0
346	chr7	100887357	100887376	-	0.07227	>>	2	20	0
347	chr4	107363933	107363952	-	0.0724	>>	2	20	0
348	chr15	11031216	11031235	+	0.07263	>>	2	20	0
349	chr7	118106474	118106493	+	0.07263	>>	2	20	0
350	chr2	155816480	155816499	-	0.07263	>>	2	20	0
351	chr16	13431945	13431964	+	0.07263	>>	2	20	0
352	chr9	31097502	31097521	+	0.0729	>>	2	20	0
353	chr6	54253874	54253893	+	0.0729	>>	2	20	0
354	chr8	36197827	36197846	+	0.0736	>>	2	20	0
355	chr17	27192909	27192928	-	0.0738	>>	2	20	0
356	chr6	112489407	112489426	+	0.074	>>	2	20	0
357	chr18	65277708	65277727	-	0.0741	>>	2	20	0
358	chr2	170412640	170412659	+	0.0741	>>	2	20	0
359	chr6	112482766	112482785	-	0.07477	>>	2	20	0
360	chr11	103336559	103336578	-	0.0749	>>	2	20	0
361	chr8	111303982	111304001	+	0.075	>>	2	20	0
362	chr12	8309973	8309992	-	0.07544	>>	2	20	0
363	chr1	146518783	146518802	-	0.07556	>>	2	20	0
364	chr13	51191001	51191020	+	0.0757	>>	2	20	0
365	chr5	117091021	117091040	-	0.07574	>>	2	20	0
366	chr1	180817862	180817881	-	0.07574	>>	2	20	0
367	chr8	28971910	28971929	-	0.0762	>>	2	20	0
368	chr14	32527415	32527434	-	0.07654	>>	2	20	0
369	chr3	9714109	9714128	-	0.0768	>>	2	20	0
370	chr11	119900895	119900914	-	0.0769	>>	2	20	0
371	chr1	176213053	176213072	-	0.07733	>>	2	20	0
372	chr17	34957294	34957313	-	0.0775	>>	2	20	0
373	chr1	161735912	161735931	-	0.0779	>>	2	20	0
374	chr2	131808494	131808513	-	0.0781	>>	2	20	0
375	chr15	103197565	103197584	-	0.07825	>>	2	20	0
376	chr4	107706855	107706874	+	0.079	>>	2	20	0
377	chr13	116713069	116713088	-	0.0796	>>	2	20	0
378	chr5	45420975	45420994	+	0.0797	>>	2	20	0
379	chr5	44833247	44833266	+	0.07996	>>	2	20	0
380	chr1	162337866	162337885	+	0.08026	>>	2	20	0
381	chr3	85578480	85578499	+	0.0803	>>	2	20	0
382	chr10	49780351	49780370	+	0.08044	>>	2	20	0
383	chr4	63360534	63360553	-	0.0805	>>	2	20	0
384	chr6	116199220	116199239	+	0.08075	>>	2	20	0
385	chr13	20563099	20563118	+	0.0808	>>	2	20	0
386	chr11	109864006	109864025	-	0.08105	>>	2	20	0
387	chr7	107814915	107814934	-	0.0813	>>	2	20	0
388	chr9	99674537	99674556	+	0.08136	>>	2	20	0
389	chr1	162333396	162333415	+	0.0816	>>	2	20	0
390	chr3	134655174	134655193	-	0.08167	>>	2	20	0
391	chr13	20561395	20561414	-	0.08167	>>	2	20	0
392	chr12	92307144	92307163	-	0.08167	>>	2	20	0
393	chr4	63362775	63362794	+	0.0818	>>	2	20	0
394	chr7	44662357	44662376	+	0.08203	>>	2	20	0
395	chr15	98506279	98506298	-	0.0822	>>	2	20	0
396	chr11	7204073	7204092	-	0.0823	>>	2	20	0
397	chr1	89633204	89633223	+	0.08234	>>	2	20	0
398	chr14	66354410	66354429	+	0.08264	>>	2	20	0
399	chr9	121454140	121454159	+	0.08276	>>	2	20	0
400	chr12	35192361	35192380	+	53.78	>>	1	20	1
401	chr2	48886252	48886271	-	53.7	>>	1	20	1
402	chr12	35192359	35192378	-	53.66	>>	1	20	1
403	chr8	102781112	102781131	-	53.5	>>	1	20	1
404	chr5	49961991	49962010	-	53.3	>>	1	20	1
405	chr9	26776356	26776375	-	53.12	>>	1	20	1
406	chr9	51152589	51152608	-	53.06	>>	1	20	1
407	chr8	58566264	58566283	+	52.88	>>	1	20	1
408	chr12	40837731	40837750	+	52.84	>>	1	20	1
409	chr8	36523116	36523135	-	52.5	>>	1	20	1
410	chr6	101261721	101261740	-	52.5	>>	1	20	1
411	chr11	57467954	57467973	-	52.38	>>	1	20	1
412	chr4	70621534	70621553	-	52.28	>>	1	20	1
413	chr2	101905952	101905971	+	52.25	>>	1	20	1
414	chr13	19698902	19698921	+	51.94	>>	1	20	1
415	chr16	13117402	13117421	+	51.94	>>	1	20	1
416	chr9	63136044	63136063	+	51.75	>>	1	20	1
417	chr12	92303369	92303388	+	51.62	>>	1	20	1
418	chr11	31949597	31949616	-	51.56	>>	1	20	1
419	chr9	49494116	49494135	+	51.2	>>	1	20	1
420	chr12	17554295	17554314	+	51.2	>>	1	20	1
421	chr9	88222169	88222188	-	51.16	>>	1	20	1
422	chr1	55404542	55404561	+	51.12	>>	1	20	1
423	chr12	57825931	57825950	+	51.06	>>	1	20	1
424	chr3	57843966	57843985	+	50.94	>>	1	20	1
425	chr16	22564764	22564783	+	50.8	>>	1	20	1
426	chr7	132213675	132213694	-	50.6	>>	1	20	1
427	chr16	72215914	72215933	-	50.38	>>	1	20	1
428	chr18	16217031	16217050	+	50.2	>>	1	20	1
429	chr11	113165297	113165316	-	50.12	>>	1	20	1
430	chr14	34810922	34810941	+	49.88	>>	1	20	1
431	chr17	83271677	83271696	+	49.25	>>	1	20	1
432	chr12	78056172	78056191	+	49.12	>>	1	20	1
433	chr16	89765679	89765698	-	49.0	>>	1	20	1
434	chr13	112264852	112264871	-	48.94	>>	1	20	1
435	chr13	112264855	112264874	-	48.88	>>	1	20	1
436	chr2	118638274	118638293	+	48.7	>>	1	20	1
437	chr15	32766466	32766485	-	48.47	>>	1	20	1
438	chr1	21411386	21411405	+	48.44	>>	1	20	1
439	chr6	43686121	43686140	+	48.3	>>	1	20	1
440	chr13	30260113	30260132	-	48.25	>>	1	20	1
441	chr9	60245108	60245127	+	47.97	>>	1	20	1
442	chr1	103799500	103799519	+	47.94	>>	1	20	1
443	chr7	86211545	86211564	-	47.94	>>	1	20	1
444	chr11	40149490	40149509	-	47.47	>>	1	20	1
445	chr11	25862970	25862989	-	47.2	>>	1	20	1
446	chr16	72218208	72218227	+	47.12	>>	1	20	1
447	chr15	44836383	44836402	+	47.12	>>	1	20	1
448	chr16	64748436	64748455	-	47.0	>>	1	20	1
449	chr3	14679375	14679394	+	46.8	>>	1	20	1
450	chr17	86906315	86906334	-	46.8	>>	1	20	1
451	chr18	57976796	57976815	+	46.8	>>	1	20	1
452	chr6	13281045	13281064	-	46.75	>>	1	20	1
453	chr12	17554309	17554328	-	46.62	>>	1	20	1
454	chr3	68056531	68056550	+	46.62	>>	1	20	1
455	chr3	9711102	9711121	+	46.56	>>	1	20	1
456	chr16	37109440	37109459	+	46.34	>>	1	20	1
457	chr16	96671788	96671807	-	46.06	>>	1	20	1
458	chr3	153655299	153655318	-	46.06	>>	1	20	1
459	chr18	58481865	58481884	-	45.88	>>	1	20	1
460	chr7	125393828	125393847	-	45.75	>>	1	20	1
461	chr16	25349805	25349824	-	45.62	>>	1	20	1
462	chr4	74231656	74231675	-	45.38	>>	1	20	1
463	chr4	74231658	74231677	+	45.22	>>	1	20	1
464	chr13	89543209	89543228	-	45.2	>>	1	20	1
465	chr1	179477243	179477262	-	45.0	>>	1	20	1
466	chr4	127368529	127368548	+	44.75	>>	1	20	1
467	chr3	25220803	25220822	-	44.62	>>	1	20	1
468	chr12	41487217	41487236	-	44.56	>>	1	20	1
469	chr14	102510621	102510640	-	44.4	>>	1	20	1
470	chr4	25180062	25180081	-	44.38	>>	1	20	1
471	chr3	31146116	31146135	+	44.2	>>	1	20	1
472	chr16	58299639	58299658	+	44.12	>>	1	20	1
