experiment_id	chrom	start	end	strand	genomic_SCD	orientation	background_index	flank_bp	spacer_bp
167	chr8	58566264	58566283	+	52.88	>>	1	20	2
168	chr12	40837731	40837750	+	52.84	>>	1	20	2
169	chr8	36523116	36523135	-	52.5	>>	1	20	2
170	chr2	27771666	27771685	-	0.05875	>>	1	20	2
171	chr9	51333610	51333629	-	0.05902	>>	1	20	2
172	chr1	35713888	35713907	+	0.05902	>>	1	20	2
173	chr11	57783694	57783713	-	0.06	>>	1	20	2
174	chr6	94057464	94057483	+	0.06033	>>	1	20	2
175	chr16	23157002	23157021	-	0.0607	>>	1	20	2
176	chr11	102262359	102262378	-	0.06146	>>	1	20	2
177	chr9	71627181	71627200	+	0.06238	>>	1	20	2
178	chr13	109771756	109771775	+	0.063	>>	1	20	2
179	chr11	32340269	32340288	+	0.06323	>>	1	20	2
180	chr12	35192361	35192380	+	53.78	>>	2	20	2
181	chr2	48886252	48886271	-	53.7	>>	2	20	2
182	chr12	35192359	35192378	-	53.66	>>	2	20	2
183	chr8	102781112	102781131	-	53.5	>>	2	20	2
184	chr5	49961991	49962010	-	53.3	>>	2	20	2
185	chr9	26776356	26776375	-	53.12	>>	2	20	2
186	chr9	51152589	51152608	-	53.06	>>	2	20	2
187	chr8	58566264	58566283	+	52.88	>>	2	20	2
188	chr12	40837731	40837750	+	52.84	>>	2	20	2
189	chr8	36523116	36523135	-	52.5	>>	2	20	2
190	chr2	27771666	27771685	-	0.05875	>>	2	20	2
191	chr9	51333610	51333629	-	0.05902	>>	2	20	2
192	chr1	35713888	35713907	+	0.05902	>>	2	20	2
193	chr11	57783694	57783713	-	0.06	>>	2	20	2
194	chr6	94057464	94057483	+	0.06033	>>	2	20	2
195	chr16	23157002	23157021	-	0.0607	>>	2	20	2
196	chr11	102262359	102262378	-	0.06146	>>	2	20	2
197	chr9	71627181	71627200	+	0.06238	>>	2	20	2
198	chr13	109771756	109771775	+	0.063	>>	2	20	2
199	chr11	32340269	32340288	+	0.06323	>>	2	20	2
200	chr12	35192361	35192380	+	53.78	>>	3	20	2
201	chr2	48886252	48886271	-	53.7	>>	3	20	2
202	chr12	35192359	35192378	-	53.66	>>	3	20	2
203	chr8	102781112	102781131	-	53.5	>>	3	20	2
204	chr5	49961991	49962010	-	53.3	>>	3	20	2
205	chr9	26776356	26776375	-	53.12	>>	3	20	2
206	chr9	51152589	51152608	-	53.06	>>	3	20	2
207	chr8	58566264	58566283	+	52.88	>>	3	20	2
208	chr12	40837731	40837750	+	52.84	>>	3	20	2
209	chr8	36523116	36523135	-	52.5	>>	3	20	2
210	chr2	27771666	27771685	-	0.05875	>>	3	20	2
211	chr9	51333610	51333629	-	0.05902	>>	3	20	2
212	chr1	35713888	35713907	+	0.05902	>>	3	20	2
213	chr11	57783694	57783713	-	0.06	>>	3	20	2
214	chr6	94057464	94057483	+	0.06033	>>	3	20	2
215	chr16	23157002	23157021	-	0.0607	>>	3	20	2
216	chr11	102262359	102262378	-	0.06146	>>	3	20	2
217	chr9	71627181	71627200	+	0.06238	>>	3	20	2
218	chr13	109771756	109771775	+	0.063	>>	3	20	2
219	chr11	32340269	32340288	+	0.06323	>>	3	20	2
220	chr12	35192361	35192380	+	53.78	>>	4	20	2
221	chr2	48886252	48886271	-	53.7	>>	4	20	2
222	chr12	35192359	35192378	-	53.66	>>	4	20	2
223	chr8	102781112	102781131	-	53.5	>>	4	20	2
224	chr5	49961991	49962010	-	53.3	>>	4	20	2
225	chr9	26776356	26776375	-	53.12	>>	4	20	2
226	chr9	51152589	51152608	-	53.06	>>	4	20	2
227	chr8	58566264	58566283	+	52.88	>>	4	20	2
228	chr12	40837731	40837750	+	52.84	>>	4	20	2
229	chr8	36523116	36523135	-	52.5	>>	4	20	2
230	chr2	27771666	27771685	-	0.05875	>>	4	20	2
231	chr9	51333610	51333629	-	0.05902	>>	4	20	2
232	chr1	35713888	35713907	+	0.05902	>>	4	20	2
233	chr11	57783694	57783713	-	0.06	>>	4	20	2
234	chr6	94057464	94057483	+	0.06033	>>	4	20	2
235	chr16	23157002	23157021	-	0.0607	>>	4	20	2
236	chr11	102262359	102262378	-	0.06146	>>	4	20	2
237	chr9	71627181	71627200	+	0.06238	>>	4	20	2
238	chr13	109771756	109771775	+	0.063	>>	4	20	2
239	chr11	32340269	32340288	+	0.06323	>>	4	20	2
240	chr12	35192361	35192380	+	53.78	>>	1	20	3
241	chr2	48886252	48886271	-	53.7	>>	1	20	3
242	chr12	35192359	35192378	-	53.66	>>	1	20	3
243	chr8	102781112	102781131	-	53.5	>>	1	20	3
244	chr5	49961991	49962010	-	53.3	>>	1	20	3
245	chr9	26776356	26776375	-	53.12	>>	1	20	3
246	chr9	51152589	51152608	-	53.06	>>	1	20	3
247	chr8	58566264	58566283	+	52.88	>>	1	20	3
248	chr12	40837731	40837750	+	52.84	>>	1	20	3
249	chr8	36523116	36523135	-	52.5	>>	1	20	3
250	chr2	27771666	27771685	-	0.05875	>>	1	20	3
251	chr9	51333610	51333629	-	0.05902	>>	1	20	3
252	chr1	35713888	35713907	+	0.05902	>>	1	20	3
253	chr11	57783694	57783713	-	0.06	>>	1	20	3
254	chr6	94057464	94057483	+	0.06033	>>	1	20	3
255	chr16	23157002	23157021	-	0.0607	>>	1	20	3
256	chr11	102262359	102262378	-	0.06146	>>	1	20	3
257	chr9	71627181	71627200	+	0.06238	>>	1	20	3
258	chr13	109771756	109771775	+	0.063	>>	1	20	3
259	chr11	32340269	32340288	+	0.06323	>>	1	20	3
260	chr12	35192361	35192380	+	53.78	>>	2	20	3
261	chr2	48886252	48886271	-	53.7	>>	2	20	3
262	chr12	35192359	35192378	-	53.66	>>	2	20	3
263	chr8	102781112	102781131	-	53.5	>>	2	20	3
264	chr5	49961991	49962010	-	53.3	>>	2	20	3
265	chr9	26776356	26776375	-	53.12	>>	2	20	3
266	chr9	51152589	51152608	-	53.06	>>	2	20	3
267	chr8	58566264	58566283	+	52.88	>>	2	20	3
268	chr12	40837731	40837750	+	52.84	>>	2	20	3
269	chr8	36523116	36523135	-	52.5	>>	2	20	3
270	chr2	27771666	27771685	-	0.05875	>>	2	20	3
271	chr9	51333610	51333629	-	0.05902	>>	2	20	3
272	chr1	35713888	35713907	+	0.05902	>>	2	20	3
273	chr11	57783694	57783713	-	0.06	>>	2	20	3
274	chr6	94057464	94057483	+	0.06033	>>	2	20	3
275	chr16	23157002	23157021	-	0.0607	>>	2	20	3
276	chr11	102262359	102262378	-	0.06146	>>	2	20	3
277	chr9	71627181	71627200	+	0.06238	>>	2	20	3
278	chr13	109771756	109771775	+	0.063	>>	2	20	3
279	chr11	32340269	32340288	+	0.06323	>>	2	20	3
280	chr12	35192361	35192380	+	53.78	>>	3	20	3
281	chr2	48886252	48886271	-	53.7	>>	3	20	3
282	chr12	35192359	35192378	-	53.66	>>	3	20	3
283	chr8	102781112	102781131	-	53.5	>>	3	20	3
284	chr5	49961991	49962010	-	53.3	>>	3	20	3
285	chr9	26776356	26776375	-	53.12	>>	3	20	3
286	chr9	51152589	51152608	-	53.06	>>	3	20	3
287	chr8	58566264	58566283	+	52.88	>>	3	20	3
288	chr12	40837731	40837750	+	52.84	>>	3	20	3
289	chr8	36523116	36523135	-	52.5	>>	3	20	3
290	chr2	27771666	27771685	-	0.05875	>>	3	20	3
291	chr9	51333610	51333629	-	0.05902	>>	3	20	3
292	chr1	35713888	35713907	+	0.05902	>>	3	20	3
293	chr11	57783694	57783713	-	0.06	>>	3	20	3
294	chr6	94057464	94057483	+	0.06033	>>	3	20	3
295	chr16	23157002	23157021	-	0.0607	>>	3	20	3
296	chr11	102262359	102262378	-	0.06146	>>	3	20	3
297	chr9	71627181	71627200	+	0.06238	>>	3	20	3
298	chr13	109771756	109771775	+	0.063	>>	3	20	3
299	chr11	32340269	32340288	+	0.06323	>>	3	20	3
300	chr12	35192361	35192380	+	53.78	>>	4	20	3
301	chr2	48886252	48886271	-	53.7	>>	4	20	3
302	chr12	35192359	35192378	-	53.66	>>	4	20	3
303	chr8	102781112	102781131	-	53.5	>>	4	20	3
304	chr5	49961991	49962010	-	53.3	>>	4	20	3
305	chr9	26776356	26776375	-	53.12	>>	4	20	3
306	chr9	51152589	51152608	-	53.06	>>	4	20	3
307	chr8	58566264	58566283	+	52.88	>>	4	20	3
308	chr12	40837731	40837750	+	52.84	>>	4	20	3
309	chr8	36523116	36523135	-	52.5	>>	4	20	3
310	chr2	27771666	27771685	-	0.05875	>>	4	20	3
311	chr9	51333610	51333629	-	0.05902	>>	4	20	3
312	chr1	35713888	35713907	+	0.05902	>>	4	20	3
313	chr11	57783694	57783713	-	0.06	>>	4	20	3
314	chr6	94057464	94057483	+	0.06033	>>	4	20	3
315	chr16	23157002	23157021	-	0.0607	>>	4	20	3
316	chr11	102262359	102262378	-	0.06146	>>	4	20	3
317	chr9	71627181	71627200	+	0.06238	>>	4	20	3
318	chr13	109771756	109771775	+	0.063	>>	4	20	3
319	chr11	32340269	32340288	+	0.06323	>>	4	20	3
320	chr12	35192361	35192380	+	53.78	>>	1	20	4
321	chr2	48886252	48886271	-	53.7	>>	1	20	4
322	chr12	35192359	35192378	-	53.66	>>	1	20	4
323	chr8	102781112	102781131	-	53.5	>>	1	20	4
324	chr5	49961991	49962010	-	53.3	>>	1	20	4
325	chr9	26776356	26776375	-	53.12	>>	1	20	4
326	chr9	51152589	51152608	-	53.06	>>	1	20	4
327	chr8	58566264	58566283	+	52.88	>>	1	20	4
328	chr12	40837731	40837750	+	52.84	>>	1	20	4
329	chr8	36523116	36523135	-	52.5	>>	1	20	4
330	chr2	27771666	27771685	-	0.05875	>>	1	20	4
331	chr9	51333610	51333629	-	0.05902	>>	1	20	4
332	chr1	35713888	35713907	+	0.05902	>>	1	20	4
333	chr11	57783694	57783713	-	0.06	>>	1	20	4
334	chr6	94057464	94057483	+	0.06033	>>	1	20	4
335	chr16	23157002	23157021	-	0.0607	>>	1	20	4
336	chr11	102262359	102262378	-	0.06146	>>	1	20	4
337	chr9	71627181	71627200	+	0.06238	>>	1	20	4
338	chr13	109771756	109771775	+	0.063	>>	1	20	4
339	chr11	32340269	32340288	+	0.06323	>>	1	20	4
340	chr12	35192361	35192380	+	53.78	>>	2	20	4
341	chr2	48886252	48886271	-	53.7	>>	2	20	4
342	chr12	35192359	35192378	-	53.66	>>	2	20	4
343	chr8	102781112	102781131	-	53.5	>>	2	20	4
344	chr5	49961991	49962010	-	53.3	>>	2	20	4
345	chr9	26776356	26776375	-	53.12	>>	2	20	4
346	chr9	51152589	51152608	-	53.06	>>	2	20	4
347	chr8	58566264	58566283	+	52.88	>>	2	20	4
348	chr12	40837731	40837750	+	52.84	>>	2	20	4
349	chr8	36523116	36523135	-	52.5	>>	2	20	4
350	chr2	27771666	27771685	-	0.05875	>>	2	20	4
351	chr9	51333610	51333629	-	0.05902	>>	2	20	4
352	chr1	35713888	35713907	+	0.05902	>>	2	20	4
353	chr11	57783694	57783713	-	0.06	>>	2	20	4
354	chr6	94057464	94057483	+	0.06033	>>	2	20	4
355	chr16	23157002	23157021	-	0.0607	>>	2	20	4
356	chr11	102262359	102262378	-	0.06146	>>	2	20	4
357	chr9	71627181	71627200	+	0.06238	>>	2	20	4
358	chr13	109771756	109771775	+	0.063	>>	2	20	4
359	chr11	32340269	32340288	+	0.06323	>>	2	20	4
360	chr12	35192361	35192380	+	53.78	>>	3	20	4
361	chr2	48886252	48886271	-	53.7	>>	3	20	4
362	chr12	35192359	35192378	-	53.66	>>	3	20	4
363	chr8	102781112	102781131	-	53.5	>>	3	20	4
364	chr5	49961991	49962010	-	53.3	>>	3	20	4
365	chr9	26776356	26776375	-	53.12	>>	3	20	4
366	chr9	51152589	51152608	-	53.06	>>	3	20	4
367	chr8	58566264	58566283	+	52.88	>>	3	20	4
368	chr12	40837731	40837750	+	52.84	>>	3	20	4
369	chr8	36523116	36523135	-	52.5	>>	3	20	4
370	chr2	27771666	27771685	-	0.05875	>>	3	20	4
371	chr9	51333610	51333629	-	0.05902	>>	3	20	4
372	chr1	35713888	35713907	+	0.05902	>>	3	20	4
373	chr11	57783694	57783713	-	0.06	>>	3	20	4
374	chr6	94057464	94057483	+	0.06033	>>	3	20	4
375	chr16	23157002	23157021	-	0.0607	>>	3	20	4
376	chr11	102262359	102262378	-	0.06146	>>	3	20	4
377	chr9	71627181	71627200	+	0.06238	>>	3	20	4
378	chr13	109771756	109771775	+	0.063	>>	3	20	4
379	chr11	32340269	32340288	+	0.06323	>>	3	20	4
380	chr12	35192361	35192380	+	53.78	>>	4	20	4
381	chr2	48886252	48886271	-	53.7	>>	4	20	4
382	chr12	35192359	35192378	-	53.66	>>	4	20	4
383	chr8	102781112	102781131	-	53.5	>>	4	20	4
384	chr5	49961991	49962010	-	53.3	>>	4	20	4
385	chr9	26776356	26776375	-	53.12	>>	4	20	4
386	chr9	51152589	51152608	-	53.06	>>	4	20	4
387	chr8	58566264	58566283	+	52.88	>>	4	20	4
388	chr12	40837731	40837750	+	52.84	>>	4	20	4
389	chr8	36523116	36523135	-	52.5	>>	4	20	4
390	chr2	27771666	27771685	-	0.05875	>>	4	20	4
391	chr9	51333610	51333629	-	0.05902	>>	4	20	4
392	chr1	35713888	35713907	+	0.05902	>>	4	20	4
393	chr11	57783694	57783713	-	0.06	>>	4	20	4
394	chr6	94057464	94057483	+	0.06033	>>	4	20	4
395	chr16	23157002	23157021	-	0.0607	>>	4	20	4
396	chr11	102262359	102262378	-	0.06146	>>	4	20	4
397	chr9	71627181	71627200	+	0.06238	>>	4	20	4
398	chr13	109771756	109771775	+	0.063	>>	4	20	4
399	chr11	32340269	32340288	+	0.06323	>>	4	20	4
400	chr12	35192361	35192380	+	53.78	>>	1	20	5
401	chr2	48886252	48886271	-	53.7	>>	1	20	5
402	chr12	35192359	35192378	-	53.66	>>	1	20	5
403	chr8	102781112	102781131	-	53.5	>>	1	20	5
404	chr5	49961991	49962010	-	53.3	>>	1	20	5
405	chr9	26776356	26776375	-	53.12	>>	1	20	5
406	chr9	51152589	51152608	-	53.06	>>	1	20	5
407	chr8	58566264	58566283	+	52.88	>>	1	20	5
408	chr12	40837731	40837750	+	52.84	>>	1	20	5
409	chr8	36523116	36523135	-	52.5	>>	1	20	5
410	chr2	27771666	27771685	-	0.05875	>>	1	20	5
411	chr9	51333610	51333629	-	0.05902	>>	1	20	5
412	chr1	35713888	35713907	+	0.05902	>>	1	20	5
413	chr11	57783694	57783713	-	0.06	>>	1	20	5
414	chr6	94057464	94057483	+	0.06033	>>	1	20	5
415	chr16	23157002	23157021	-	0.0607	>>	1	20	5
416	chr11	102262359	102262378	-	0.06146	>>	1	20	5
417	chr9	71627181	71627200	+	0.06238	>>	1	20	5
418	chr13	109771756	109771775	+	0.063	>>	1	20	5
419	chr11	32340269	32340288	+	0.06323	>>	1	20	5
420	chr12	35192361	35192380	+	53.78	>>	2	20	5
421	chr2	48886252	48886271	-	53.7	>>	2	20	5
422	chr12	35192359	35192378	-	53.66	>>	2	20	5
423	chr8	102781112	102781131	-	53.5	>>	2	20	5
424	chr5	49961991	49962010	-	53.3	>>	2	20	5
425	chr9	26776356	26776375	-	53.12	>>	2	20	5
426	chr9	51152589	51152608	-	53.06	>>	2	20	5
427	chr8	58566264	58566283	+	52.88	>>	2	20	5
428	chr12	40837731	40837750	+	52.84	>>	2	20	5
429	chr8	36523116	36523135	-	52.5	>>	2	20	5
430	chr2	27771666	27771685	-	0.05875	>>	2	20	5
431	chr9	51333610	51333629	-	0.05902	>>	2	20	5
432	chr1	35713888	35713907	+	0.05902	>>	2	20	5
433	chr11	57783694	57783713	-	0.06	>>	2	20	5
434	chr6	94057464	94057483	+	0.06033	>>	2	20	5
435	chr16	23157002	23157021	-	0.0607	>>	2	20	5
436	chr11	102262359	102262378	-	0.06146	>>	2	20	5
437	chr9	71627181	71627200	+	0.06238	>>	2	20	5
438	chr13	109771756	109771775	+	0.063	>>	2	20	5
439	chr11	32340269	32340288	+	0.06323	>>	2	20	5
440	chr12	35192361	35192380	+	53.78	>>	3	20	5
441	chr2	48886252	48886271	-	53.7	>>	3	20	5
442	chr12	35192359	35192378	-	53.66	>>	3	20	5
443	chr8	102781112	102781131	-	53.5	>>	3	20	5
444	chr5	49961991	49962010	-	53.3	>>	3	20	5
445	chr9	26776356	26776375	-	53.12	>>	3	20	5
446	chr9	51152589	51152608	-	53.06	>>	3	20	5
447	chr8	58566264	58566283	+	52.88	>>	3	20	5
448	chr12	40837731	40837750	+	52.84	>>	3	20	5
449	chr8	36523116	36523135	-	52.5	>>	3	20	5
450	chr2	27771666	27771685	-	0.05875	>>	3	20	5
451	chr9	51333610	51333629	-	0.05902	>>	3	20	5
452	chr1	35713888	35713907	+	0.05902	>>	3	20	5
453	chr11	57783694	57783713	-	0.06	>>	3	20	5
454	chr6	94057464	94057483	+	0.06033	>>	3	20	5
455	chr16	23157002	23157021	-	0.0607	>>	3	20	5
456	chr11	102262359	102262378	-	0.06146	>>	3	20	5
457	chr9	71627181	71627200	+	0.06238	>>	3	20	5
458	chr13	109771756	109771775	+	0.063	>>	3	20	5
459	chr11	32340269	32340288	+	0.06323	>>	3	20	5
460	chr12	35192361	35192380	+	53.78	>>	4	20	5
461	chr2	48886252	48886271	-	53.7	>>	4	20	5
462	chr12	35192359	35192378	-	53.66	>>	4	20	5
463	chr8	102781112	102781131	-	53.5	>>	4	20	5
464	chr5	49961991	49962010	-	53.3	>>	4	20	5
465	chr9	26776356	26776375	-	53.12	>>	4	20	5
466	chr9	51152589	51152608	-	53.06	>>	4	20	5
467	chr8	58566264	58566283	+	52.88	>>	4	20	5
468	chr12	40837731	40837750	+	52.84	>>	4	20	5
469	chr8	36523116	36523135	-	52.5	>>	4	20	5
470	chr2	27771666	27771685	-	0.05875	>>	4	20	5
471	chr9	51333610	51333629	-	0.05902	>>	4	20	5
472	chr1	35713888	35713907	+	0.05902	>>	4	20	5
