experiment_id	chrom	start	end	strand	genomic_SCD	orientation	background_index	flank_bp	spacer_bp
85	chr9	51152589	51152608	-	53.06	<<	4	0	90
86	chr8	58566264	58566283	+	52.88	<<	4	0	90
87	chr12	40837731	40837750	+	52.84	<<	4	0	90
88	chr6	101261721	101261740	-	52.5	<<	4	0	90
89	chr8	36523116	36523135	-	52.5	<<	4	0	90
90	chr8	45342919	45342938	+	0.05832	<<	4	0	90
91	chr2	27771666	27771685	-	0.05875	<<	4	0	90
92	chr9	51333610	51333629	-	0.05902	<<	4	0	90
93	chr1	35713888	35713907	+	0.05902	<<	4	0	90
94	chr11	57783694	57783713	-	0.06	<<	4	0	90
95	chr6	94057464	94057483	+	0.06033	<<	4	0	90
96	chr16	23157002	23157021	-	0.0607	<<	4	0	90
97	chr11	102262359	102262378	-	0.06146	<<	4	0	90
98	chr9	71627181	71627200	+	0.06238	<<	4	0	90
99	chr13	109771756	109771775	+	0.063	<<	4	0	90
100	chr2	48886252	48886271	-	53.7	<<	5	0	90
101	chr12	35192359	35192378	-	53.66	<<	5	0	90
102	chr8	102781112	102781131	-	53.5	<<	5	0	90
103	chr5	49961991	49962010	-	53.3	<<	5	0	90
104	chr9	26776356	26776375	-	53.12	<<	5	0	90
105	chr9	51152589	51152608	-	53.06	<<	5	0	90
106	chr8	58566264	58566283	+	52.88	<<	5	0	90
107	chr12	40837731	40837750	+	52.84	<<	5	0	90
108	chr6	101261721	101261740	-	52.5	<<	5	0	90
109	chr8	36523116	36523135	-	52.5	<<	5	0	90
110	chr8	45342919	45342938	+	0.05832	<<	5	0	90
111	chr2	27771666	27771685	-	0.05875	<<	5	0	90
112	chr9	51333610	51333629	-	0.05902	<<	5	0	90
113	chr1	35713888	35713907	+	0.05902	<<	5	0	90
114	chr11	57783694	57783713	-	0.06	<<	5	0	90
115	chr6	94057464	94057483	+	0.06033	<<	5	0	90
116	chr16	23157002	23157021	-	0.0607	<<	5	0	90
117	chr11	102262359	102262378	-	0.06146	<<	5	0	90
118	chr9	71627181	71627200	+	0.06238	<<	5	0	90
119	chr13	109771756	109771775	+	0.063	<<	5	0	90
120	chr2	48886252	48886271	-	53.7	<<	6	0	90
121	chr12	35192359	35192378	-	53.66	<<	6	0	90
122	chr8	102781112	102781131	-	53.5	<<	6	0	90
123	chr5	49961991	49962010	-	53.3	<<	6	0	90
124	chr9	26776356	26776375	-	53.12	<<	6	0	90
125	chr9	51152589	51152608	-	53.06	<<	6	0	90
126	chr8	58566264	58566283	+	52.88	<<	6	0	90
127	chr12	40837731	40837750	+	52.84	<<	6	0	90
128	chr6	101261721	101261740	-	52.5	<<	6	0	90
129	chr8	36523116	36523135	-	52.5	<<	6	0	90
130	chr8	45342919	45342938	+	0.05832	<<	6	0	90
131	chr2	27771666	27771685	-	0.05875	<<	6	0	90
132	chr9	51333610	51333629	-	0.05902	<<	6	0	90
133	chr1	35713888	35713907	+	0.05902	<<	6	0	90
134	chr11	57783694	57783713	-	0.06	<<	6	0	90
135	chr6	94057464	94057483	+	0.06033	<<	6	0	90
136	chr16	23157002	23157021	-	0.0607	<<	6	0	90
137	chr11	102262359	102262378	-	0.06146	<<	6	0	90
138	chr9	71627181	71627200	+	0.06238	<<	6	0	90
139	chr13	109771756	109771775	+	0.063	<<	6	0	90
140	chr2	48886252	48886271	-	53.7	<<	7	0	90
141	chr12	35192359	35192378	-	53.66	<<	7	0	90
142	chr8	102781112	102781131	-	53.5	<<	7	0	90
143	chr5	49961991	49962010	-	53.3	<<	7	0	90
144	chr9	26776356	26776375	-	53.12	<<	7	0	90
145	chr9	51152589	51152608	-	53.06	<<	7	0	90
146	chr8	58566264	58566283	+	52.88	<<	7	0	90
147	chr12	40837731	40837750	+	52.84	<<	7	0	90
148	chr6	101261721	101261740	-	52.5	<<	7	0	90
149	chr8	36523116	36523135	-	52.5	<<	7	0	90
150	chr8	45342919	45342938	+	0.05832	<<	7	0	90
151	chr2	27771666	27771685	-	0.05875	<<	7	0	90
152	chr9	51333610	51333629	-	0.05902	<<	7	0	90
153	chr1	35713888	35713907	+	0.05902	<<	7	0	90
154	chr11	57783694	57783713	-	0.06	<<	7	0	90
155	chr6	94057464	94057483	+	0.06033	<<	7	0	90
156	chr16	23157002	23157021	-	0.0607	<<	7	0	90
157	chr11	102262359	102262378	-	0.06146	<<	7	0	90
158	chr9	71627181	71627200	+	0.06238	<<	7	0	90
159	chr13	109771756	109771775	+	0.063	<<	7	0	90
160	chr2	48886252	48886271	-	53.7	<<	8	0	90
161	chr12	35192359	35192378	-	53.66	<<	8	0	90
162	chr8	102781112	102781131	-	53.5	<<	8	0	90
163	chr5	49961991	49962010	-	53.3	<<	8	0	90
164	chr9	26776356	26776375	-	53.12	<<	8	0	90
165	chr9	51152589	51152608	-	53.06	<<	8	0	90
166	chr8	58566264	58566283	+	52.88	<<	8	0	90
167	chr12	40837731	40837750	+	52.84	<<	8	0	90
168	chr6	101261721	101261740	-	52.5	<<	8	0	90
169	chr8	36523116	36523135	-	52.5	<<	8	0	90
170	chr8	45342919	45342938	+	0.05832	<<	8	0	90
171	chr2	27771666	27771685	-	0.05875	<<	8	0	90
172	chr9	51333610	51333629	-	0.05902	<<	8	0	90
173	chr1	35713888	35713907	+	0.05902	<<	8	0	90
174	chr11	57783694	57783713	-	0.06	<<	8	0	90
175	chr6	94057464	94057483	+	0.06033	<<	8	0	90
176	chr16	23157002	23157021	-	0.0607	<<	8	0	90
177	chr11	102262359	102262378	-	0.06146	<<	8	0	90
178	chr9	71627181	71627200	+	0.06238	<<	8	0	90
179	chr13	109771756	109771775	+	0.063	<<	8	0	90
180	chr2	48886252	48886271	-	53.7	<<	9	0	90
181	chr12	35192359	35192378	-	53.66	<<	9	0	90
182	chr8	102781112	102781131	-	53.5	<<	9	0	90
183	chr5	49961991	49962010	-	53.3	<<	9	0	90
184	chr9	26776356	26776375	-	53.12	<<	9	0	90
185	chr9	51152589	51152608	-	53.06	<<	9	0	90
186	chr8	58566264	58566283	+	52.88	<<	9	0	90
187	chr12	40837731	40837750	+	52.84	<<	9	0	90
188	chr6	101261721	101261740	-	52.5	<<	9	0	90
189	chr8	36523116	36523135	-	52.5	<<	9	0	90
190	chr8	45342919	45342938	+	0.05832	<<	9	0	90
191	chr2	27771666	27771685	-	0.05875	<<	9	0	90
192	chr9	51333610	51333629	-	0.05902	<<	9	0	90
193	chr1	35713888	35713907	+	0.05902	<<	9	0	90
194	chr11	57783694	57783713	-	0.06	<<	9	0	90
195	chr6	94057464	94057483	+	0.06033	<<	9	0	90
196	chr16	23157002	23157021	-	0.0607	<<	9	0	90
197	chr11	102262359	102262378	-	0.06146	<<	9	0	90
198	chr9	71627181	71627200	+	0.06238	<<	9	0	90
199	chr13	109771756	109771775	+	0.063	<<	9	0	90
200	chr2	48886252	48886271	-	53.7	<<	0	1	89
201	chr12	35192359	35192378	-	53.66	<<	0	1	89
202	chr8	102781112	102781131	-	53.5	<<	0	1	89
203	chr5	49961991	49962010	-	53.3	<<	0	1	89
204	chr9	26776356	26776375	-	53.12	<<	0	1	89
205	chr9	51152589	51152608	-	53.06	<<	0	1	89
206	chr8	58566264	58566283	+	52.88	<<	0	1	89
207	chr12	40837731	40837750	+	52.84	<<	0	1	89
208	chr6	101261721	101261740	-	52.5	<<	0	1	89
209	chr8	36523116	36523135	-	52.5	<<	0	1	89
210	chr8	45342919	45342938	+	0.05832	<<	0	1	89
211	chr2	27771666	27771685	-	0.05875	<<	0	1	89
212	chr9	51333610	51333629	-	0.05902	<<	0	1	89
213	chr1	35713888	35713907	+	0.05902	<<	0	1	89
214	chr11	57783694	57783713	-	0.06	<<	0	1	89
215	chr6	94057464	94057483	+	0.06033	<<	0	1	89
216	chr16	23157002	23157021	-	0.0607	<<	0	1	89
217	chr11	102262359	102262378	-	0.06146	<<	0	1	89
218	chr9	71627181	71627200	+	0.06238	<<	0	1	89
219	chr13	109771756	109771775	+	0.063	<<	0	1	89
220	chr2	48886252	48886271	-	53.7	<<	1	1	89
221	chr12	35192359	35192378	-	53.66	<<	1	1	89
222	chr8	102781112	102781131	-	53.5	<<	1	1	89
223	chr5	49961991	49962010	-	53.3	<<	1	1	89
224	chr9	26776356	26776375	-	53.12	<<	1	1	89
225	chr9	51152589	51152608	-	53.06	<<	1	1	89
226	chr8	58566264	58566283	+	52.88	<<	1	1	89
227	chr12	40837731	40837750	+	52.84	<<	1	1	89
228	chr6	101261721	101261740	-	52.5	<<	1	1	89
229	chr8	36523116	36523135	-	52.5	<<	1	1	89
230	chr8	45342919	45342938	+	0.05832	<<	1	1	89
231	chr2	27771666	27771685	-	0.05875	<<	1	1	89
232	chr9	51333610	51333629	-	0.05902	<<	1	1	89
233	chr1	35713888	35713907	+	0.05902	<<	1	1	89
234	chr11	57783694	57783713	-	0.06	<<	1	1	89
235	chr6	94057464	94057483	+	0.06033	<<	1	1	89
236	chr16	23157002	23157021	-	0.0607	<<	1	1	89
237	chr11	102262359	102262378	-	0.06146	<<	1	1	89
238	chr9	71627181	71627200	+	0.06238	<<	1	1	89
239	chr13	109771756	109771775	+	0.063	<<	1	1	89
240	chr2	48886252	48886271	-	53.7	<<	2	1	89
241	chr12	35192359	35192378	-	53.66	<<	2	1	89
242	chr8	102781112	102781131	-	53.5	<<	2	1	89
243	chr5	49961991	49962010	-	53.3	<<	2	1	89
244	chr9	26776356	26776375	-	53.12	<<	2	1	89
245	chr9	51152589	51152608	-	53.06	<<	2	1	89
246	chr8	58566264	58566283	+	52.88	<<	2	1	89
247	chr12	40837731	40837750	+	52.84	<<	2	1	89
248	chr6	101261721	101261740	-	52.5	<<	2	1	89
249	chr8	36523116	36523135	-	52.5	<<	2	1	89
250	chr8	45342919	45342938	+	0.05832	<<	2	1	89
251	chr2	27771666	27771685	-	0.05875	<<	2	1	89
252	chr9	51333610	51333629	-	0.05902	<<	2	1	89
253	chr1	35713888	35713907	+	0.05902	<<	2	1	89
254	chr11	57783694	57783713	-	0.06	<<	2	1	89
255	chr6	94057464	94057483	+	0.06033	<<	2	1	89
256	chr16	23157002	23157021	-	0.0607	<<	2	1	89
257	chr11	102262359	102262378	-	0.06146	<<	2	1	89
258	chr9	71627181	71627200	+	0.06238	<<	2	1	89
259	chr13	109771756	109771775	+	0.063	<<	2	1	89
260	chr2	48886252	48886271	-	53.7	<<	3	1	89
261	chr12	35192359	35192378	-	53.66	<<	3	1	89
262	chr8	102781112	102781131	-	53.5	<<	3	1	89
263	chr5	49961991	49962010	-	53.3	<<	3	1	89
264	chr9	26776356	26776375	-	53.12	<<	3	1	89
265	chr9	51152589	51152608	-	53.06	<<	3	1	89
266	chr8	58566264	58566283	+	52.88	<<	3	1	89
267	chr12	40837731	40837750	+	52.84	<<	3	1	89
268	chr6	101261721	101261740	-	52.5	<<	3	1	89
269	chr8	36523116	36523135	-	52.5	<<	3	1	89
270	chr8	45342919	45342938	+	0.05832	<<	3	1	89
271	chr2	27771666	27771685	-	0.05875	<<	3	1	89
272	chr9	51333610	51333629	-	0.05902	<<	3	1	89
273	chr1	35713888	35713907	+	0.05902	<<	3	1	89
274	chr11	57783694	57783713	-	0.06	<<	3	1	89
275	chr6	94057464	94057483	+	0.06033	<<	3	1	89
276	chr16	23157002	23157021	-	0.0607	<<	3	1	89
277	chr11	102262359	102262378	-	0.06146	<<	3	1	89
278	chr9	71627181	71627200	+	0.06238	<<	3	1	89
279	chr13	109771756	109771775	+	0.063	<<	3	1	89
280	chr2	48886252	48886271	-	53.7	<<	4	1	89
281	chr12	35192359	35192378	-	53.66	<<	4	1	89
282	chr8	102781112	102781131	-	53.5	<<	4	1	89
283	chr5	49961991	49962010	-	53.3	<<	4	1	89
284	chr9	26776356	26776375	-	53.12	<<	4	1	89
285	chr9	51152589	51152608	-	53.06	<<	4	1	89
286	chr8	58566264	58566283	+	52.88	<<	4	1	89
287	chr12	40837731	40837750	+	52.84	<<	4	1	89
288	chr6	101261721	101261740	-	52.5	<<	4	1	89
289	chr8	36523116	36523135	-	52.5	<<	4	1	89
290	chr8	45342919	45342938	+	0.05832	<<	4	1	89
291	chr2	27771666	27771685	-	0.05875	<<	4	1	89
292	chr9	51333610	51333629	-	0.05902	<<	4	1	89
293	chr1	35713888	35713907	+	0.05902	<<	4	1	89
294	chr11	57783694	57783713	-	0.06	<<	4	1	89
295	chr6	94057464	94057483	+	0.06033	<<	4	1	89
296	chr16	23157002	23157021	-	0.0607	<<	4	1	89
297	chr11	102262359	102262378	-	0.06146	<<	4	1	89
298	chr9	71627181	71627200	+	0.06238	<<	4	1	89
299	chr13	109771756	109771775	+	0.063	<<	4	1	89
300	chr2	48886252	48886271	-	53.7	<<	5	1	89
301	chr12	35192359	35192378	-	53.66	<<	5	1	89
302	chr8	102781112	102781131	-	53.5	<<	5	1	89
303	chr5	49961991	49962010	-	53.3	<<	5	1	89
304	chr9	26776356	26776375	-	53.12	<<	5	1	89
305	chr9	51152589	51152608	-	53.06	<<	5	1	89
306	chr8	58566264	58566283	+	52.88	<<	5	1	89
307	chr12	40837731	40837750	+	52.84	<<	5	1	89
308	chr6	101261721	101261740	-	52.5	<<	5	1	89
309	chr8	36523116	36523135	-	52.5	<<	5	1	89
310	chr8	45342919	45342938	+	0.05832	<<	5	1	89
311	chr2	27771666	27771685	-	0.05875	<<	5	1	89
312	chr9	51333610	51333629	-	0.05902	<<	5	1	89
313	chr1	35713888	35713907	+	0.05902	<<	5	1	89
314	chr11	57783694	57783713	-	0.06	<<	5	1	89
315	chr6	94057464	94057483	+	0.06033	<<	5	1	89
316	chr16	23157002	23157021	-	0.0607	<<	5	1	89
317	chr11	102262359	102262378	-	0.06146	<<	5	1	89
318	chr9	71627181	71627200	+	0.06238	<<	5	1	89
319	chr13	109771756	109771775	+	0.063	<<	5	1	89
320	chr2	48886252	48886271	-	53.7	<<	6	1	89
321	chr12	35192359	35192378	-	53.66	<<	6	1	89
322	chr8	102781112	102781131	-	53.5	<<	6	1	89
323	chr5	49961991	49962010	-	53.3	<<	6	1	89
324	chr9	26776356	26776375	-	53.12	<<	6	1	89
325	chr9	51152589	51152608	-	53.06	<<	6	1	89
326	chr8	58566264	58566283	+	52.88	<<	6	1	89
327	chr12	40837731	40837750	+	52.84	<<	6	1	89
328	chr6	101261721	101261740	-	52.5	<<	6	1	89
329	chr8	36523116	36523135	-	52.5	<<	6	1	89
330	chr8	45342919	45342938	+	0.05832	<<	6	1	89
331	chr2	27771666	27771685	-	0.05875	<<	6	1	89
332	chr9	51333610	51333629	-	0.05902	<<	6	1	89
333	chr1	35713888	35713907	+	0.05902	<<	6	1	89
334	chr11	57783694	57783713	-	0.06	<<	6	1	89
335	chr6	94057464	94057483	+	0.06033	<<	6	1	89
336	chr16	23157002	23157021	-	0.0607	<<	6	1	89
337	chr11	102262359	102262378	-	0.06146	<<	6	1	89
338	chr9	71627181	71627200	+	0.06238	<<	6	1	89
339	chr13	109771756	109771775	+	0.063	<<	6	1	89
340	chr2	48886252	48886271	-	53.7	<<	7	1	89
341	chr12	35192359	35192378	-	53.66	<<	7	1	89
342	chr8	102781112	102781131	-	53.5	<<	7	1	89
343	chr5	49961991	49962010	-	53.3	<<	7	1	89
344	chr9	26776356	26776375	-	53.12	<<	7	1	89
345	chr9	51152589	51152608	-	53.06	<<	7	1	89
346	chr8	58566264	58566283	+	52.88	<<	7	1	89
347	chr12	40837731	40837750	+	52.84	<<	7	1	89
348	chr6	101261721	101261740	-	52.5	<<	7	1	89
349	chr8	36523116	36523135	-	52.5	<<	7	1	89
350	chr8	45342919	45342938	+	0.05832	<<	7	1	89
351	chr2	27771666	27771685	-	0.05875	<<	7	1	89
352	chr9	51333610	51333629	-	0.05902	<<	7	1	89
353	chr1	35713888	35713907	+	0.05902	<<	7	1	89
354	chr11	57783694	57783713	-	0.06	<<	7	1	89
355	chr6	94057464	94057483	+	0.06033	<<	7	1	89
356	chr16	23157002	23157021	-	0.0607	<<	7	1	89
357	chr11	102262359	102262378	-	0.06146	<<	7	1	89
358	chr9	71627181	71627200	+	0.06238	<<	7	1	89
359	chr13	109771756	109771775	+	0.063	<<	7	1	89
360	chr2	48886252	48886271	-	53.7	<<	8	1	89
361	chr12	35192359	35192378	-	53.66	<<	8	1	89
362	chr8	102781112	102781131	-	53.5	<<	8	1	89
363	chr5	49961991	49962010	-	53.3	<<	8	1	89
364	chr9	26776356	26776375	-	53.12	<<	8	1	89
365	chr9	51152589	51152608	-	53.06	<<	8	1	89
366	chr8	58566264	58566283	+	52.88	<<	8	1	89
367	chr12	40837731	40837750	+	52.84	<<	8	1	89
368	chr6	101261721	101261740	-	52.5	<<	8	1	89
369	chr8	36523116	36523135	-	52.5	<<	8	1	89
370	chr8	45342919	45342938	+	0.05832	<<	8	1	89
371	chr2	27771666	27771685	-	0.05875	<<	8	1	89
372	chr9	51333610	51333629	-	0.05902	<<	8	1	89
373	chr1	35713888	35713907	+	0.05902	<<	8	1	89
374	chr11	57783694	57783713	-	0.06	<<	8	1	89
375	chr6	94057464	94057483	+	0.06033	<<	8	1	89
376	chr16	23157002	23157021	-	0.0607	<<	8	1	89
377	chr11	102262359	102262378	-	0.06146	<<	8	1	89
378	chr9	71627181	71627200	+	0.06238	<<	8	1	89
379	chr13	109771756	109771775	+	0.063	<<	8	1	89
380	chr2	48886252	48886271	-	53.7	<<	9	1	89
381	chr12	35192359	35192378	-	53.66	<<	9	1	89
382	chr8	102781112	102781131	-	53.5	<<	9	1	89
383	chr5	49961991	49962010	-	53.3	<<	9	1	89
384	chr9	26776356	26776375	-	53.12	<<	9	1	89
385	chr9	51152589	51152608	-	53.06	<<	9	1	89
386	chr8	58566264	58566283	+	52.88	<<	9	1	89
387	chr12	40837731	40837750	+	52.84	<<	9	1	89
388	chr6	101261721	101261740	-	52.5	<<	9	1	89
389	chr8	36523116	36523135	-	52.5	<<	9	1	89
390	chr8	45342919	45342938	+	0.05832	<<	9	1	89
391	chr2	27771666	27771685	-	0.05875	<<	9	1	89
392	chr9	51333610	51333629	-	0.05902	<<	9	1	89
393	chr1	35713888	35713907	+	0.05902	<<	9	1	89
394	chr11	57783694	57783713	-	0.06	<<	9	1	89
395	chr6	94057464	94057483	+	0.06033	<<	9	1	89
396	chr16	23157002	23157021	-	0.0607	<<	9	1	89
397	chr11	102262359	102262378	-	0.06146	<<	9	1	89
398	chr9	71627181	71627200	+	0.06238	<<	9	1	89
399	chr13	109771756	109771775	+	0.063	<<	9	1	89
400	chr2	48886252	48886271	-	53.7	<<	0	2	88
401	chr12	35192359	35192378	-	53.66	<<	0	2	88
402	chr8	102781112	102781131	-	53.5	<<	0	2	88
403	chr5	49961991	49962010	-	53.3	<<	0	2	88
404	chr9	26776356	26776375	-	53.12	<<	0	2	88
405	chr9	51152589	51152608	-	53.06	<<	0	2	88
406	chr8	58566264	58566283	+	52.88	<<	0	2	88
407	chr12	40837731	40837750	+	52.84	<<	0	2	88
408	chr6	101261721	101261740	-	52.5	<<	0	2	88
409	chr8	36523116	36523135	-	52.5	<<	0	2	88
410	chr8	45342919	45342938	+	0.05832	<<	0	2	88
411	chr2	27771666	27771685	-	0.05875	<<	0	2	88
412	chr9	51333610	51333629	-	0.05902	<<	0	2	88
413	chr1	35713888	35713907	+	0.05902	<<	0	2	88
414	chr11	57783694	57783713	-	0.06	<<	0	2	88
415	chr6	94057464	94057483	+	0.06033	<<	0	2	88
416	chr16	23157002	23157021	-	0.0607	<<	0	2	88
417	chr11	102262359	102262378	-	0.06146	<<	0	2	88
418	chr9	71627181	71627200	+	0.06238	<<	0	2	88
419	chr13	109771756	109771775	+	0.063	<<	0	2	88
420	chr2	48886252	48886271	-	53.7	<<	1	2	88
421	chr12	35192359	35192378	-	53.66	<<	1	2	88
422	chr8	102781112	102781131	-	53.5	<<	1	2	88
423	chr5	49961991	49962010	-	53.3	<<	1	2	88
424	chr9	26776356	26776375	-	53.12	<<	1	2	88
425	chr9	51152589	51152608	-	53.06	<<	1	2	88
426	chr8	58566264	58566283	+	52.88	<<	1	2	88
427	chr12	40837731	40837750	+	52.84	<<	1	2	88
428	chr6	101261721	101261740	-	52.5	<<	1	2	88
429	chr8	36523116	36523135	-	52.5	<<	1	2	88
430	chr8	45342919	45342938	+	0.05832	<<	1	2	88
431	chr2	27771666	27771685	-	0.05875	<<	1	2	88
432	chr9	51333610	51333629	-	0.05902	<<	1	2	88
433	chr1	35713888	35713907	+	0.05902	<<	1	2	88
434	chr11	57783694	57783713	-	0.06	<<	1	2	88
435	chr6	94057464	94057483	+	0.06033	<<	1	2	88
436	chr16	23157002	23157021	-	0.0607	<<	1	2	88
437	chr11	102262359	102262378	-	0.06146	<<	1	2	88
438	chr9	71627181	71627200	+	0.06238	<<	1	2	88
439	chr13	109771756	109771775	+	0.063	<<	1	2	88
440	chr2	48886252	48886271	-	53.7	<<	2	2	88
441	chr12	35192359	35192378	-	53.66	<<	2	2	88
442	chr8	102781112	102781131	-	53.5	<<	2	2	88
443	chr5	49961991	49962010	-	53.3	<<	2	2	88
444	chr9	26776356	26776375	-	53.12	<<	2	2	88
445	chr9	51152589	51152608	-	53.06	<<	2	2	88
446	chr8	58566264	58566283	+	52.88	<<	2	2	88
447	chr12	40837731	40837750	+	52.84	<<	2	2	88
448	chr6	101261721	101261740	-	52.5	<<	2	2	88
449	chr8	36523116	36523135	-	52.5	<<	2	2	88
450	chr8	45342919	45342938	+	0.05832	<<	2	2	88
451	chr2	27771666	27771685	-	0.05875	<<	2	2	88
452	chr9	51333610	51333629	-	0.05902	<<	2	2	88
453	chr1	35713888	35713907	+	0.05902	<<	2	2	88
454	chr11	57783694	57783713	-	0.06	<<	2	2	88
455	chr6	94057464	94057483	+	0.06033	<<	2	2	88
456	chr16	23157002	23157021	-	0.0607	<<	2	2	88
457	chr11	102262359	102262378	-	0.06146	<<	2	2	88
458	chr9	71627181	71627200	+	0.06238	<<	2	2	88
459	chr13	109771756	109771775	+	0.063	<<	2	2	88
460	chr2	48886252	48886271	-	53.7	<<	3	2	88
461	chr12	35192359	35192378	-	53.66	<<	3	2	88
462	chr8	102781112	102781131	-	53.5	<<	3	2	88
463	chr5	49961991	49962010	-	53.3	<<	3	2	88
464	chr9	26776356	26776375	-	53.12	<<	3	2	88
465	chr9	51152589	51152608	-	53.06	<<	3	2	88
466	chr8	58566264	58566283	+	52.88	<<	3	2	88
467	chr12	40837731	40837750	+	52.84	<<	3	2	88
468	chr6	101261721	101261740	-	52.5	<<	3	2	88
469	chr8	36523116	36523135	-	52.5	<<	3	2	88
470	chr8	45342919	45342938	+	0.05832	<<	3	2	88
471	chr2	27771666	27771685	-	0.05875	<<	3	2	88
472	chr9	51333610	51333629	-	0.05902	<<	3	2	88
