experiment_id	chrom	start	end	strand	genomic_SCD	orientation	background_index	flank_bp	spacer_bp
89	chr3	80079950	80079969	+	42.5	><	0	0	90
90	chr18	16211890	16211909	-	42.47	><	0	0	90
91	chr3	113080921	113080940	-	42.47	><	0	0	90
92	chr2	17415562	17415581	-	42.34	><	0	0	90
93	chr18	16211892	16211911	+	42.3	><	0	0	90
94	chr7	49121484	49121503	-	42.3	><	0	0	90
95	chr8	26184368	26184387	+	42.22	><	0	0	90
96	chr2	37815860	37815879	+	42.2	><	0	0	90
97	chr6	6005818	6005837	+	42.06	><	0	0	90
98	chr1	126993483	126993502	-	42.0	><	0	0	90
99	chr15	11038668	11038687	+	42.0	><	0	0	90
100	chr8	45342919	45342938	+	0.05832	><	0	0	90
101	chr2	27771666	27771685	-	0.05875	><	0	0	90
102	chr9	51333610	51333629	-	0.05902	><	0	0	90
103	chr1	35713888	35713907	+	0.05902	><	0	0	90
104	chr11	57783694	57783713	-	0.06	><	0	0	90
105	chr6	94057464	94057483	+	0.06033	><	0	0	90
106	chr16	23157002	23157021	-	0.0607	><	0	0	90
107	chr11	102262359	102262378	-	0.06146	><	0	0	90
108	chr9	71627181	71627200	+	0.06238	><	0	0	90
109	chr13	109771756	109771775	+	0.063	><	0	0	90
110	chr11	32340269	32340288	+	0.06323	><	0	0	90
111	chr7	143479908	143479927	+	0.0636	><	0	0	90
112	chr2	160592247	160592266	+	0.06445	><	0	0	90
113	chr5	147936524	147936543	+	0.06464	><	0	0	90
114	chr2	31681471	31681490	+	0.0647	><	0	0	90
115	chr11	102264619	102264638	-	0.0648	><	0	0	90
116	chr9	51332680	51332699	-	0.06537	><	0	0	90
117	chr6	122608718	122608737	-	0.0658	><	0	0	90
118	chr8	115081358	115081377	-	0.06604	><	0	0	90
119	chr12	12419548	12419567	-	0.06604	><	0	0	90
120	chr9	59675304	59675323	+	0.0661	><	0	0	90
121	chr7	68361630	68361649	-	0.0665	><	0	0	90
122	chr7	27165173	27165192	+	0.0668	><	0	0	90
123	chr11	87951032	87951051	+	0.0669	><	0	0	90
124	chr15	74522072	74522091	-	0.06757	><	0	0	90
125	chr1	136526154	136526173	-	0.0676	><	0	0	90
126	chr7	121644706	121644725	+	0.0677	><	0	0	90
127	chr11	57465018	57465037	-	0.06805	><	0	0	90
128	chr6	31666754	31666773	-	0.0681	><	0	0	90
129	chr1	119089358	119089377	-	0.0688	><	0	0	90
130	chr6	53755637	53755656	-	0.06885	><	0	0	90
131	chr6	91144406	91144425	-	0.06885	><	0	0	90
132	chr15	73799759	73799778	+	0.0689	><	0	0	90
133	chr12	35196325	35196344	+	0.06915	><	0	0	90
134	chr3	107604713	107604732	+	0.06915	><	0	0	90
135	chr19	16339988	16340007	+	0.0697	><	0	0	90
136	chr11	117382598	117382617	-	0.0698	><	0	0	90
137	chr2	37810865	37810884	+	0.0699	><	0	0	90
138	chr8	62082085	62082104	-	0.0706	><	0	0	90
139	chr2	155815946	155815965	-	0.0707	><	0	0	90
140	chr1	189256297	189256316	-	0.07104	><	0	0	90
141	chr4	143024402	143024421	-	0.07117	><	0	0	90
142	chr6	54251572	54251591	+	0.0715	><	0	0	90
143	chr16	24827277	24827296	+	0.07166	><	0	0	90
144	chr4	107707733	107707752	-	0.07214	><	0	0	90
145	chr7	100887357	100887376	-	0.07227	><	0	0	90
146	chr2	180785278	180785297	+	0.07227	><	0	0	90
147	chr4	107363933	107363952	-	0.0724	><	0	0	90
148	chr16	13431945	13431964	+	0.07263	><	0	0	90
149	chr7	118106474	118106493	+	0.07263	><	0	0	90
150	chr2	155816480	155816499	-	0.07263	><	0	0	90
151	chr6	54253874	54253893	+	0.0729	><	0	0	90
152	chr9	31097502	31097521	+	0.0729	><	0	0	90
153	chr8	36197827	36197846	+	0.0736	><	0	0	90
154	chr17	27192909	27192928	-	0.0738	><	0	0	90
155	chr6	112489407	112489426	+	0.074	><	0	0	90
156	chr18	65277708	65277727	-	0.0741	><	0	0	90
157	chr2	170412640	170412659	+	0.0741	><	0	0	90
158	chr6	112482766	112482785	-	0.07477	><	0	0	90
159	chr11	103336559	103336578	-	0.0749	><	0	0	90
160	chr12	8309973	8309992	-	0.07544	><	0	0	90
161	chr1	146518783	146518802	-	0.07556	><	0	0	90
162	chr13	51191001	51191020	+	0.0757	><	0	0	90
163	chr1	180817862	180817881	-	0.07574	><	0	0	90
164	chr5	117091021	117091040	-	0.07574	><	0	0	90
165	chr8	28971910	28971929	-	0.0762	><	0	0	90
166	chr14	32527415	32527434	-	0.07654	><	0	0	90
167	chr11	119900895	119900914	-	0.0769	><	0	0	90
168	chr1	176213053	176213072	-	0.07733	><	0	0	90
169	chr17	34957294	34957313	-	0.0775	><	0	0	90
170	chr15	103197565	103197584	-	0.07825	><	0	0	90
171	chr4	107706855	107706874	+	0.079	><	0	0	90
172	chr13	116713069	116713088	-	0.0796	><	0	0	90
173	chr5	45420975	45420994	+	0.0797	><	0	0	90
174	chr5	44833247	44833266	+	0.07996	><	0	0	90
175	chr1	162337866	162337885	+	0.08026	><	0	0	90
176	chr3	85578480	85578499	+	0.0803	><	0	0	90
177	chr10	49780351	49780370	+	0.08044	><	0	0	90
178	chr4	63360534	63360553	-	0.0805	><	0	0	90
179	chr6	116199220	116199239	+	0.08075	><	0	0	90
180	chr13	20563099	20563118	+	0.0808	><	0	0	90
181	chr11	109864006	109864025	-	0.08105	><	0	0	90
182	chr7	107814915	107814934	-	0.0813	><	0	0	90
183	chr9	99674537	99674556	+	0.08136	><	0	0	90
184	chr1	162333396	162333415	+	0.0816	><	0	0	90
185	chr3	134655174	134655193	-	0.08167	><	0	0	90
186	chr13	20561395	20561414	-	0.08167	><	0	0	90
187	chr12	92307144	92307163	-	0.08167	><	0	0	90
188	chr4	63362775	63362794	+	0.0818	><	0	0	90
189	chr7	44662357	44662376	+	0.08203	><	0	0	90
190	chr11	7204073	7204092	-	0.0823	><	0	0	90
191	chr1	89633204	89633223	+	0.08234	><	0	0	90
192	chr14	66354410	66354429	+	0.08264	><	0	0	90
193	chr9	121454140	121454159	+	0.08276	><	0	0	90
194	chr9	59284564	59284583	-	0.08295	><	0	0	90
195	chr11	75177322	75177341	+	0.083	><	0	0	90
196	chr15	11963750	11963769	+	0.0832	><	0	0	90
197	chr11	82914080	82914099	+	0.0834	><	0	0	90
198	chr9	64314120	64314139	+	0.0834	><	0	0	90
199	chr2	165396348	165396367	-	0.08356	><	0	0	90
200	chr2	48886252	48886271	-	53.7	><	1	0	90
201	chr12	35192359	35192378	-	53.66	><	1	0	90
202	chr8	102781112	102781131	-	53.5	><	1	0	90
203	chr5	49961991	49962010	-	53.3	><	1	0	90
204	chr9	26776356	26776375	-	53.12	><	1	0	90
205	chr9	51152589	51152608	-	53.06	><	1	0	90
206	chr8	58566264	58566283	+	52.88	><	1	0	90
207	chr12	40837731	40837750	+	52.84	><	1	0	90
208	chr6	101261721	101261740	-	52.5	><	1	0	90
209	chr8	36523116	36523135	-	52.5	><	1	0	90
210	chr11	57467954	57467973	-	52.38	><	1	0	90
211	chr4	70621534	70621553	-	52.28	><	1	0	90
212	chr2	101905952	101905971	+	52.25	><	1	0	90
213	chr16	13117402	13117421	+	51.94	><	1	0	90
214	chr13	19698902	19698921	+	51.94	><	1	0	90
215	chr9	63136044	63136063	+	51.75	><	1	0	90
216	chr12	92303369	92303388	+	51.62	><	1	0	90
217	chr11	31949597	31949616	-	51.56	><	1	0	90
218	chr12	17554295	17554314	+	51.2	><	1	0	90
219	chr9	49494116	49494135	+	51.2	><	1	0	90
220	chr9	88222169	88222188	-	51.16	><	1	0	90
221	chr1	55404542	55404561	+	51.12	><	1	0	90
222	chr12	57825931	57825950	+	51.06	><	1	0	90
223	chr3	57843966	57843985	+	50.94	><	1	0	90
224	chr16	22564764	22564783	+	50.8	><	1	0	90
225	chr7	132213675	132213694	-	50.6	><	1	0	90
226	chr16	72215914	72215933	-	50.38	><	1	0	90
227	chr18	16217031	16217050	+	50.2	><	1	0	90
228	chr11	113165297	113165316	-	50.12	><	1	0	90
229	chr14	34810922	34810941	+	49.88	><	1	0	90
230	chr17	83271677	83271696	+	49.25	><	1	0	90
231	chr12	78056172	78056191	+	49.12	><	1	0	90
232	chr16	89765679	89765698	-	49.0	><	1	0	90
233	chr13	112264852	112264871	-	48.94	><	1	0	90
234	chr13	112264855	112264874	-	48.88	><	1	0	90
235	chr2	118638274	118638293	+	48.7	><	1	0	90
236	chr15	32766466	32766485	-	48.47	><	1	0	90
237	chr1	21411386	21411405	+	48.44	><	1	0	90
238	chr6	43686121	43686140	+	48.3	><	1	0	90
239	chr13	30260113	30260132	-	48.25	><	1	0	90
240	chr9	60245108	60245127	+	47.97	><	1	0	90
241	chr7	86211545	86211564	-	47.94	><	1	0	90
242	chr11	40149490	40149509	-	47.47	><	1	0	90
243	chr11	25862970	25862989	-	47.2	><	1	0	90
244	chr16	72218208	72218227	+	47.12	><	1	0	90
245	chr15	44836383	44836402	+	47.12	><	1	0	90
246	chr16	64748436	64748455	-	47.0	><	1	0	90
247	chr17	86906315	86906334	-	46.8	><	1	0	90
248	chr3	14679375	14679394	+	46.8	><	1	0	90
249	chr18	57976796	57976815	+	46.8	><	1	0	90
250	chr6	13281045	13281064	-	46.75	><	1	0	90
251	chr12	17554309	17554328	-	46.62	><	1	0	90
252	chr3	68056531	68056550	+	46.62	><	1	0	90
253	chr3	9711102	9711121	+	46.56	><	1	0	90
254	chr16	37109440	37109459	+	46.34	><	1	0	90
255	chr16	96671788	96671807	-	46.06	><	1	0	90
256	chr3	153655299	153655318	-	46.06	><	1	0	90
257	chr18	58481865	58481884	-	45.88	><	1	0	90
258	chr7	125393828	125393847	-	45.75	><	1	0	90
259	chr16	25349805	25349824	-	45.62	><	1	0	90
260	chr4	74231656	74231675	-	45.38	><	1	0	90
261	chr4	74231658	74231677	+	45.22	><	1	0	90
262	chr13	89543209	89543228	-	45.2	><	1	0	90
263	chr1	179477243	179477262	-	45.0	><	1	0	90
264	chr4	127368529	127368548	+	44.75	><	1	0	90
265	chr3	25220803	25220822	-	44.62	><	1	0	90
266	chr12	41487217	41487236	-	44.56	><	1	0	90
267	chr14	102510621	102510640	-	44.4	><	1	0	90
268	chr4	25180062	25180081	-	44.38	><	1	0	90
269	chr3	31146116	31146135	+	44.2	><	1	0	90
270	chr16	58299639	58299658	+	44.12	><	1	0	90
271	chr5	16309782	16309801	+	43.94	><	1	0	90
272	chr7	118102436	118102455	-	43.88	><	1	0	90
273	chr5	16309780	16309799	-	43.75	><	1	0	90
274	chr13	51830906	51830925	+	43.62	><	1	0	90
275	chr6	100882571	100882590	+	43.6	><	1	0	90
276	chr1	54381456	54381475	-	43.56	><	1	0	90
277	chr7	143153991	143154010	+	43.38	><	1	0	90
278	chr9	122729740	122729759	-	43.3	><	1	0	90
279	chr2	113494885	113494904	+	43.2	><	1	0	90
280	chr12	74013946	74013965	-	43.12	><	1	0	90
281	chr13	113877596	113877615	+	43.12	><	1	0	90
282	chr1	120586652	120586671	+	43.1	><	1	0	90
283	chr17	42603598	42603617	-	43.06	><	1	0	90
284	chr8	50293731	50293750	-	42.88	><	1	0	90
285	chr1	5905000	5905019	-	42.8	><	1	0	90
286	chr16	27468962	27468981	+	42.75	><	1	0	90
287	chr15	70921072	70921091	-	42.62	><	1	0	90
288	chr8	91797706	91797725	+	42.6	><	1	0	90
289	chr3	80079950	80079969	+	42.5	><	1	0	90
290	chr18	16211890	16211909	-	42.47	><	1	0	90
291	chr3	113080921	113080940	-	42.47	><	1	0	90
292	chr2	17415562	17415581	-	42.34	><	1	0	90
293	chr18	16211892	16211911	+	42.3	><	1	0	90
294	chr7	49121484	49121503	-	42.3	><	1	0	90
295	chr8	26184368	26184387	+	42.22	><	1	0	90
296	chr2	37815860	37815879	+	42.2	><	1	0	90
297	chr6	6005818	6005837	+	42.06	><	1	0	90
298	chr1	126993483	126993502	-	42.0	><	1	0	90
299	chr15	11038668	11038687	+	42.0	><	1	0	90
300	chr8	45342919	45342938	+	0.05832	><	1	0	90
301	chr2	27771666	27771685	-	0.05875	><	1	0	90
302	chr9	51333610	51333629	-	0.05902	><	1	0	90
303	chr1	35713888	35713907	+	0.05902	><	1	0	90
304	chr11	57783694	57783713	-	0.06	><	1	0	90
305	chr6	94057464	94057483	+	0.06033	><	1	0	90
306	chr16	23157002	23157021	-	0.0607	><	1	0	90
307	chr11	102262359	102262378	-	0.06146	><	1	0	90
308	chr9	71627181	71627200	+	0.06238	><	1	0	90
309	chr13	109771756	109771775	+	0.063	><	1	0	90
310	chr11	32340269	32340288	+	0.06323	><	1	0	90
311	chr7	143479908	143479927	+	0.0636	><	1	0	90
312	chr2	160592247	160592266	+	0.06445	><	1	0	90
313	chr5	147936524	147936543	+	0.06464	><	1	0	90
314	chr2	31681471	31681490	+	0.0647	><	1	0	90
315	chr11	102264619	102264638	-	0.0648	><	1	0	90
316	chr9	51332680	51332699	-	0.06537	><	1	0	90
317	chr6	122608718	122608737	-	0.0658	><	1	0	90
318	chr8	115081358	115081377	-	0.06604	><	1	0	90
319	chr12	12419548	12419567	-	0.06604	><	1	0	90
320	chr9	59675304	59675323	+	0.0661	><	1	0	90
321	chr7	68361630	68361649	-	0.0665	><	1	0	90
322	chr7	27165173	27165192	+	0.0668	><	1	0	90
323	chr11	87951032	87951051	+	0.0669	><	1	0	90
324	chr15	74522072	74522091	-	0.06757	><	1	0	90
325	chr1	136526154	136526173	-	0.0676	><	1	0	90
326	chr7	121644706	121644725	+	0.0677	><	1	0	90
327	chr11	57465018	57465037	-	0.06805	><	1	0	90
328	chr6	31666754	31666773	-	0.0681	><	1	0	90
329	chr1	119089358	119089377	-	0.0688	><	1	0	90
330	chr6	53755637	53755656	-	0.06885	><	1	0	90
331	chr6	91144406	91144425	-	0.06885	><	1	0	90
332	chr15	73799759	73799778	+	0.0689	><	1	0	90
333	chr12	35196325	35196344	+	0.06915	><	1	0	90
334	chr3	107604713	107604732	+	0.06915	><	1	0	90
335	chr19	16339988	16340007	+	0.0697	><	1	0	90
336	chr11	117382598	117382617	-	0.0698	><	1	0	90
337	chr2	37810865	37810884	+	0.0699	><	1	0	90
338	chr8	62082085	62082104	-	0.0706	><	1	0	90
339	chr2	155815946	155815965	-	0.0707	><	1	0	90
340	chr1	189256297	189256316	-	0.07104	><	1	0	90
341	chr4	143024402	143024421	-	0.07117	><	1	0	90
342	chr6	54251572	54251591	+	0.0715	><	1	0	90
343	chr16	24827277	24827296	+	0.07166	><	1	0	90
344	chr4	107707733	107707752	-	0.07214	><	1	0	90
345	chr7	100887357	100887376	-	0.07227	><	1	0	90
346	chr2	180785278	180785297	+	0.07227	><	1	0	90
347	chr4	107363933	107363952	-	0.0724	><	1	0	90
348	chr16	13431945	13431964	+	0.07263	><	1	0	90
349	chr7	118106474	118106493	+	0.07263	><	1	0	90
350	chr2	155816480	155816499	-	0.07263	><	1	0	90
351	chr6	54253874	54253893	+	0.0729	><	1	0	90
352	chr9	31097502	31097521	+	0.0729	><	1	0	90
353	chr8	36197827	36197846	+	0.0736	><	1	0	90
354	chr17	27192909	27192928	-	0.0738	><	1	0	90
355	chr6	112489407	112489426	+	0.074	><	1	0	90
356	chr18	65277708	65277727	-	0.0741	><	1	0	90
357	chr2	170412640	170412659	+	0.0741	><	1	0	90
358	chr6	112482766	112482785	-	0.07477	><	1	0	90
359	chr11	103336559	103336578	-	0.0749	><	1	0	90
360	chr12	8309973	8309992	-	0.07544	><	1	0	90
361	chr1	146518783	146518802	-	0.07556	><	1	0	90
362	chr13	51191001	51191020	+	0.0757	><	1	0	90
363	chr1	180817862	180817881	-	0.07574	><	1	0	90
364	chr5	117091021	117091040	-	0.07574	><	1	0	90
365	chr8	28971910	28971929	-	0.0762	><	1	0	90
366	chr14	32527415	32527434	-	0.07654	><	1	0	90
367	chr11	119900895	119900914	-	0.0769	><	1	0	90
368	chr1	176213053	176213072	-	0.07733	><	1	0	90
369	chr17	34957294	34957313	-	0.0775	><	1	0	90
370	chr15	103197565	103197584	-	0.07825	><	1	0	90
371	chr4	107706855	107706874	+	0.079	><	1	0	90
372	chr13	116713069	116713088	-	0.0796	><	1	0	90
373	chr5	45420975	45420994	+	0.0797	><	1	0	90
374	chr5	44833247	44833266	+	0.07996	><	1	0	90
375	chr1	162337866	162337885	+	0.08026	><	1	0	90
376	chr3	85578480	85578499	+	0.0803	><	1	0	90
377	chr10	49780351	49780370	+	0.08044	><	1	0	90
378	chr4	63360534	63360553	-	0.0805	><	1	0	90
379	chr6	116199220	116199239	+	0.08075	><	1	0	90
380	chr13	20563099	20563118	+	0.0808	><	1	0	90
381	chr11	109864006	109864025	-	0.08105	><	1	0	90
382	chr7	107814915	107814934	-	0.0813	><	1	0	90
383	chr9	99674537	99674556	+	0.08136	><	1	0	90
384	chr1	162333396	162333415	+	0.0816	><	1	0	90
385	chr3	134655174	134655193	-	0.08167	><	1	0	90
386	chr13	20561395	20561414	-	0.08167	><	1	0	90
387	chr12	92307144	92307163	-	0.08167	><	1	0	90
388	chr4	63362775	63362794	+	0.0818	><	1	0	90
389	chr7	44662357	44662376	+	0.08203	><	1	0	90
390	chr11	7204073	7204092	-	0.0823	><	1	0	90
391	chr1	89633204	89633223	+	0.08234	><	1	0	90
392	chr14	66354410	66354429	+	0.08264	><	1	0	90
393	chr9	121454140	121454159	+	0.08276	><	1	0	90
394	chr9	59284564	59284583	-	0.08295	><	1	0	90
395	chr11	75177322	75177341	+	0.083	><	1	0	90
396	chr15	11963750	11963769	+	0.0832	><	1	0	90
397	chr11	82914080	82914099	+	0.0834	><	1	0	90
398	chr9	64314120	64314139	+	0.0834	><	1	0	90
399	chr2	165396348	165396367	-	0.08356	><	1	0	90
400	chr2	48886252	48886271	-	53.7	><	2	0	90
401	chr12	35192359	35192378	-	53.66	><	2	0	90
402	chr8	102781112	102781131	-	53.5	><	2	0	90
403	chr5	49961991	49962010	-	53.3	><	2	0	90
404	chr9	26776356	26776375	-	53.12	><	2	0	90
405	chr9	51152589	51152608	-	53.06	><	2	0	90
406	chr8	58566264	58566283	+	52.88	><	2	0	90
407	chr12	40837731	40837750	+	52.84	><	2	0	90
408	chr6	101261721	101261740	-	52.5	><	2	0	90
409	chr8	36523116	36523135	-	52.5	><	2	0	90
410	chr11	57467954	57467973	-	52.38	><	2	0	90
411	chr4	70621534	70621553	-	52.28	><	2	0	90
412	chr2	101905952	101905971	+	52.25	><	2	0	90
413	chr16	13117402	13117421	+	51.94	><	2	0	90
414	chr13	19698902	19698921	+	51.94	><	2	0	90
415	chr9	63136044	63136063	+	51.75	><	2	0	90
416	chr12	92303369	92303388	+	51.62	><	2	0	90
417	chr11	31949597	31949616	-	51.56	><	2	0	90
418	chr12	17554295	17554314	+	51.2	><	2	0	90
419	chr9	49494116	49494135	+	51.2	><	2	0	90
420	chr9	88222169	88222188	-	51.16	><	2	0	90
421	chr1	55404542	55404561	+	51.12	><	2	0	90
422	chr12	57825931	57825950	+	51.06	><	2	0	90
423	chr3	57843966	57843985	+	50.94	><	2	0	90
424	chr16	22564764	22564783	+	50.8	><	2	0	90
425	chr7	132213675	132213694	-	50.6	><	2	0	90
426	chr16	72215914	72215933	-	50.38	><	2	0	90
427	chr18	16217031	16217050	+	50.2	><	2	0	90
428	chr11	113165297	113165316	-	50.12	><	2	0	90
429	chr14	34810922	34810941	+	49.88	><	2	0	90
430	chr17	83271677	83271696	+	49.25	><	2	0	90
431	chr12	78056172	78056191	+	49.12	><	2	0	90
432	chr16	89765679	89765698	-	49.0	><	2	0	90
433	chr13	112264852	112264871	-	48.94	><	2	0	90
434	chr13	112264855	112264874	-	48.88	><	2	0	90
435	chr2	118638274	118638293	+	48.7	><	2	0	90
436	chr15	32766466	32766485	-	48.47	><	2	0	90
437	chr1	21411386	21411405	+	48.44	><	2	0	90
438	chr6	43686121	43686140	+	48.3	><	2	0	90
439	chr13	30260113	30260132	-	48.25	><	2	0	90
440	chr9	60245108	60245127	+	47.97	><	2	0	90
441	chr7	86211545	86211564	-	47.94	><	2	0	90
442	chr11	40149490	40149509	-	47.47	><	2	0	90
443	chr11	25862970	25862989	-	47.2	><	2	0	90
444	chr16	72218208	72218227	+	47.12	><	2	0	90
445	chr15	44836383	44836402	+	47.12	><	2	0	90
446	chr16	64748436	64748455	-	47.0	><	2	0	90
447	chr17	86906315	86906334	-	46.8	><	2	0	90
448	chr3	14679375	14679394	+	46.8	><	2	0	90
449	chr18	57976796	57976815	+	46.8	><	2	0	90
450	chr6	13281045	13281064	-	46.75	><	2	0	90
451	chr12	17554309	17554328	-	46.62	><	2	0	90
452	chr3	68056531	68056550	+	46.62	><	2	0	90
453	chr3	9711102	9711121	+	46.56	><	2	0	90
454	chr16	37109440	37109459	+	46.34	><	2	0	90
455	chr16	96671788	96671807	-	46.06	><	2	0	90
456	chr3	153655299	153655318	-	46.06	><	2	0	90
457	chr18	58481865	58481884	-	45.88	><	2	0	90
458	chr7	125393828	125393847	-	45.75	><	2	0	90
459	chr16	25349805	25349824	-	45.62	><	2	0	90
460	chr4	74231656	74231675	-	45.38	><	2	0	90
461	chr4	74231658	74231677	+	45.22	><	2	0	90
462	chr13	89543209	89543228	-	45.2	><	2	0	90
463	chr1	179477243	179477262	-	45.0	><	2	0	90
464	chr4	127368529	127368548	+	44.75	><	2	0	90
465	chr3	25220803	25220822	-	44.62	><	2	0	90
466	chr12	41487217	41487236	-	44.56	><	2	0	90
467	chr14	102510621	102510640	-	44.4	><	2	0	90
468	chr4	25180062	25180081	-	44.38	><	2	0	90
469	chr3	31146116	31146135	+	44.2	><	2	0	90
470	chr16	58299639	58299658	+	44.12	><	2	0	90
471	chr5	16309782	16309801	+	43.94	><	2	0	90
472	chr7	118102436	118102455	-	43.88	><	2	0	90
473	chr5	16309780	16309799	-	43.75	><	2	0	90
474	chr13	51830906	51830925	+	43.62	><	2	0	90
475	chr6	100882571	100882590	+	43.6	><	2	0	90
476	chr1	54381456	54381475	-	43.56	><	2	0	90
477	chr7	143153991	143154010	+	43.38	><	2	0	90
478	chr9	122729740	122729759	-	43.3	><	2	0	90
479	chr2	113494885	113494904	+	43.2	><	2	0	90
480	chr12	74013946	74013965	-	43.12	><	2	0	90
481	chr13	113877596	113877615	+	43.12	><	2	0	90
482	chr1	120586652	120586671	+	43.1	><	2	0	90
483	chr17	42603598	42603617	-	43.06	><	2	0	90
484	chr8	50293731	50293750	-	42.88	><	2	0	90
485	chr1	5905000	5905019	-	42.8	><	2	0	90
486	chr16	27468962	27468981	+	42.75	><	2	0	90
487	chr15	70921072	70921091	-	42.62	><	2	0	90
488	chr8	91797706	91797725	+	42.6	><	2	0	90
